35.687,139.7495
-6.175,106.8275
19.0761,72.8775
14.5958,120.9772
-23.5504,-46.6339
19.4333,-99.1333
30.0444,31.2358
24.86,67.01
40.6943,-73.9249
13.7525,100.4942
55.7506,37.6175
12.9789,77.5917
10.7756,106.7019
34.6939,135.5022
41.0136,28.955
13.0825,80.275
34.1141,-118.4068
51.5072,-0.1275
48.8567,2.3522
35.1833,136.9
3.1686,101.698
41.8375,-87.6866
23.0225,72.5714
-33.4372,-70.6506
-7.2458,112.7378
40.4169,-3.7033
25.784,-80.2101
29.786,-95.3885
1.3,103.8
39.93,32.85
32.7935,-96.7667
40.0077,-75.1339
43.7417,-79.3733
59.9375,30.3086
-1.2864,36.8172
20.6767,-103.3475
25.6844,-100.3181
33.7628,-84.422
38.9047,-77.0163
-37.8142,144.9631
-33.8667,151.2
41.3833,2.1833
-33.9253,18.4239
52.52,13.405
42.3188,-71.0852
33.5722,-112.0892
35.4442,139.6381
42.3834,-83.1024
45.5089,-73.5617
3.5894,98.6739
47.6211,-122.3244
37.7558,-122.4449
40.1833,29.05
37.9842,23.7281
32.8313,-117.1222
14.6417,-90.5133
38.42,27.14
14.65,121.0475
50.45,30.5233
44.9635,-93.2678
27.9945,-82.4447
-7.98,112.62
48.7775,9.18
41.8931,12.4828
40.6501,-73.9496
-27.4678,153.0281
39.762,-104.8758
48.1375,11.575
52.48,-1.9025
53.55,10.0
19.2925,-99.6569
49.25,-123.1
44.4325,26.1039
40.7498,-73.7976
-6.2333,107.0
-6.394,106.8225
37.8667,32.4833
40.3667,49.8352
33.9381,-117.3949
36.2333,-115.2654
-6.1703,106.6403
48.2083,16.3725
39.3051,-76.6144
-31.9558,115.8597
11.5696,104.921
38.6359,-90.2451
6.9042,122.0761
23.1367,-82.3589
45.5371,-122.65
29.4632,-98.5238
52.23,21.0111
32.525,-117.0333
53.9006,27.5586
38.5677,-121.4685
43.0619,141.3544
30.3005,-97.7522
28.4773,-81.337
7.07,125.6
18.3985,-66.061
37.91,40.24
37.3012,-121.848
39.7771,-86.1458
23.614,58.5911
40.4397,-79.9763
39.1413,-84.506
40.7834,-73.9662
39.1238,-94.5541
47.4983,19.0408
41.4764,-81.6805
14.65,120.97
19.6097,-99.06
55.05,82.95
-6.99,110.4225
39.47,-0.3764
21.1167,-101.6833
39.9862,-82.9855
19.0333,-98.1833
10.95,106.8167
9.9325,-84.08
13.6989,-89.1914
-2.9861,104.7556
35.5167,139.7
34.69,135.1956
52.3728,4.8936
20.7167,-103.4
40.8501,-73.8662
-36.8492,174.7653
56.8356,60.6128
35.0117,135.7683
35.2083,-80.8303
38.7225,35.4875
36.7335,-76.0435
23.6139,58.5922
49.9925,36.2311
-6.2889,106.7181
42.6979,23.3217
-34.9275,138.6
55.6805,12.5615
60.1708,24.9375
41.2903,36.3336
45.4669,9.19
19.4572,-70.6889
-5.1331,119.4136
35.8614,139.6456
31.745,-106.485
51.05,-114.0667
30.3322,-81.6749
43.0642,-87.9675
41.823,-71.4187
55.7964,49.1089
1.13,104.0531
14.098,-87.21
50.8467,4.3525
-6.84,107.9208
10.0333,105.7833
56.3269,44.0075
44.8178,20.4569
1.1272,104.0556
36.1715,-86.7842
55.1547,61.3758
-7.7167,109.017
40.7776,-111.9311
-5.45,105.2667
14.1057,-87.204
53.2028,50.1408
53.5344,-113.4903
35.8324,-78.6429
45.0333,38.9667
47.2225,39.71
54.7261,55.9475
18.4764,-69.8933
41.7225,44.7925
40.1814,44.5144
54.9833,73.3667
32.6633,-115.4678
37.39,-5.99
56.0089,92.8719
50.9364,6.9528
37.5295,-77.4756
51.1472,71.4222
19.4081,-99.0186
19.4006,-99.0148
45.4247,-75.695
38.2682,140.8694
51.6717,39.2106
12.1364,-86.2514
35.1087,-89.9663
58.0,56.3167
10.8266,106.7609
46.492,30.7081
48.7086,44.5147
19.7683,-101.1894
35.4676,-97.5136
59.3275,18.0547
44.84,-0.58
18.5425,-72.3386
41.0342,28.68
0.5092,101.4453
-6.5966,106.7972
35.6073,140.1064
41.7661,-72.6834
48.4675,35.04
38.1663,-85.6485
10.32,123.75
42.9018,-78.8487
18.4855,-69.8734
17.98,102.63
5.3909,100.4104
39.9244,32.8856
32.7817,-97.3474
35.6466,139.6532
40.0,32.8667
6.5333,3.35
21.876,-102.296
28.6369,-106.0769
41.1918,-73.1954
30.0687,-89.9288
40.8358,14.2486
19.4753,-99.2378
12.27,123.58
48.0028,37.8053
20.9667,-89.6167
40.1983,29.06
21.1606,-86.8475
14.5842,121.1763
14.52,121.05
32.1541,-110.8787
3.0223,101.5481
43.2964,5.37
4.6,101.065
25.4231,-100.9919
31.8476,-106.43
6.6,3.35
57.15,65.5333
50.8058,-1.0872
50.9025,-1.4042
29.0989,-110.9542
45.0792,7.6761
-29.8833,31.05
51.53,46.035
-0.5,117.1378
41.2627,-96.0529
34.5733,135.4831
39.7767,30.5206
26.2252,-98.2467
24.8069,-107.3939
50.0614,19.9372
14.5605,121.0765
40.6403,22.9356
20.5875,-100.3928
37.9161,139.0364
40.6629,-73.6089
34.7108,137.7275
33.5279,-86.7971
50.1106,8.6822
43.2569,-2.9236
22.1511,-100.9761
39.9086,41.2769
35.1054,-106.6465
45.8131,15.9772
24.2075,55.7447
14.744,-17.4021
49.8844,-97.1464
6.9167,79.8333
35.7356,139.6517
40.8747,29.235
54.3475,18.6453
35.5614,139.7161
36.1283,-95.9042
41.0344,28.8564
46.8139,-71.2081
43.2567,-79.8692
8.48,124.65
32.8168,-79.9687
36.783,-119.7939
41.0311,29.1081
35.5667,139.3667
15.5062,-88.0249
43.6,-79.65
49.8425,24.0322
14.7,120.98
47.85,35.1175
59.9133,10.7389
5.4136,100.3294
51.4536,-2.5975
39.9719,32.8119
14.33,120.94
35.7,139.8833
6.12,125.17
43.168,-77.6162
25.6775,-100.2597
37.8814,32.4922
14.5008,120.9915
39.9422,32.9231
41.65,-0.8833
34.9756,138.3828
35.7833,139.8
-0.0206,109.3414
-7.3161,108.1975
57.7075,11.9675
16.8636,-99.8825
51.11,17.0325
37.9861,-1.1303
51.7769,19.4547
-8.6717,115.2339
53.5089,49.4222
39.7805,-84.2003
14.4624,120.9645
51.92,4.48
20.6167,-103.3167
42.9825,47.505
-3.32,114.5925
43.6833,-79.7667
26.6443,-81.9957
40.11,29.0821
24.025,-104.6675
14.617,120.967
19.5367,-99.1947
16.4619,107.5955
14.8139,121.0453
37.7833,29.0964
35.6946,139.9826
40.2457,-111.6457
47.0228,28.8353
3.0833,101.65
38.8674,-104.7605
59.4372,24.7453
33.6096,-117.6551
40.5961,-75.4756
51.2256,6.7767
38.1157,13.3613
30.442,-91.1311
14.5567,121.0214
55.8611,-4.25
50.6765,26.16
41.2279,-111.9682
51.34,12.375
10.905,106.6994
56.8333,53.1833
35.9692,-83.9496
48.4833,135.0833
39.9458,32.6694
19.4131,-98.9839
-6.12,106.1503
54.3167,48.3667
-1.59,103.61
42.9619,-85.6562
3.83,103.32
-28.0167,153.4
35.8077,139.7241
14.45,120.98
56.9475,24.1069
34.0378,-80.9036
47.91,33.39
42.6664,-73.7987
10.6765,122.9509
-1.2768,116.8277
6.5408,3.3872
38.7167,35.5
20.6667,-101.35
53.3497,-6.2603
26.0922,-98.2778
51.4508,7.0131
-6.8712,107.5548
35.7667,139.6833
3.0667,101.55
35.6994,139.6364
54.6872,25.28
17.9714,-76.7931
12.245,109.1917
16.7528,-93.1167
35.3529,-119.0359
35.6664,139.316
10.72,122.57
39.9594,32.5767
37.5833,36.9333
20.6167,-103.2333
49.19,-122.8489
57.6167,39.85
41.3113,-72.9246
51.2178,4.4003
41.5725,-93.6105
44.4072,8.934
31.8578,-116.6058
-7.5667,110.8167
39.5667,2.65
38.7122,-9.134
52.08,4.31
44.605,33.5225
27.9631,-80.6593
53.479,-2.2452
52.4083,16.9336
56.5,84.9667
5.6497,100.4793
55.3667,86.0667
55.6833,52.3167
14.38,121.05
19.3186,-98.8822
25.8797,-97.5042
14.22,121.17
41.0798,-81.5219
51.7833,55.1
40.2833,28.95
53.7975,-1.5436
55.8167,37.9667
14.6331,-90.6064
37.9722,-122.0016
38.4942,43.38
35.6667,139.8167
25.7817,-100.1886
43.4186,-80.4728
38.35,27.1667
45.76,4.84
19.645,-99.1694
54.63,39.7425
36.555,139.8825
53.3808,-1.4703
53.4072,-2.9917
43.6045,1.444
18.5333,-72.4
33.4015,-111.7178
37.6895,-97.3443
23.2167,-106.4167
52.4453,30.9842
40.2752,-76.8843
10.3127,123.9488
35.7876,139.9032
1.482,103.7281
14.4297,120.9367
52.6167,39.6
56.15,47.2333
40.5834,-74.1496
35.7219,139.9311
14.5269,-90.5875
41.6638,-83.5827
6.12,102.23
34.6794,135.6008
19.55,-99.2833
54.7003,20.4531
53.2,45.0
55.95,-3.1833
40.832,-72.9517
42.2705,-71.8079
34.7376,135.3416
34.6794,135.6008
38.3486,38.3194
40.8872,29.19
48.1447,17.1128
50.8147,-0.3714
27.2796,-80.3884
58.6,49.6833
46.975,31.995
34.7256,-92.3577
-10.1702,123.6077
54.2,37.6167
14.9806,102.1
11.0508,106.7636
46.35,48.035
52.6361,-1.1331
15.1472,120.5847
36.5611,136.6564
1.4858,124.8347
1.4931,124.8413
-38.0996,145.2834
43.0822,-89.393
47.6671,-117.433
33.7977,-118.167
14.65,121.1
41.0719,28.9664
34.7333,135.4
2.2064,102.2465
33.2175,-97.1418
25.7933,-100.1583
39.5497,-119.8483
38.4697,27.2211
37.887,41.132
37.887,41.132
37.887,41.132
40.9792,28.7214
5.98,116.11
35.7333,139.85
45.05,41.9833
14.38,120.88
43.6005,-116.2308
37.943,23.6469
24.8806,67.1625
26.3558,-81.7859
41.0339,28.8903
43.5853,39.7203
20.0217,-75.8294
14.72,121.12
25.75,-100.2833
28.3041,-81.4169
-8.565,116.351
14.5439,120.995
44.6475,-63.5906
35.35,139.4667
33.3645,-82.0708
42.1155,-72.5395
45.5833,-73.75
37.7904,-122.2166
51.7167,36.1833
35.5542,139.4431
36.1029,-80.261
-6.912,107.6097
19.1903,-96.1533
35.8676,139.9758
40.8228,140.7469
21.5083,-104.8931
14.58,121.03
41.3703,-8.4101
56.8625,35.9242
19.54,-96.9275
42.9836,-81.2497
-7.8014,110.3644
41.9961,21.4317
35.0824,137.1563
16.8906,97.6333
2.7105,101.94
37.95,40.1667
41.3272,19.8186
37.9765,-121.3109
35.6,139.7333
41.0011,28.6419
14.32,121.12
39.9636,32.9033
-2.533,140.717
36.6959,137.2137
16.4333,102.8333
35.9792,-78.9022
35.066,-85.2481
38.7333,35.4833
-8.5833,116.1167
53.3833,59.0333
34.8354,-82.3646
40.042,-76.3012
43.0407,-76.1437
14.33,121.08
40.8,29.4333
7.0167,100.4667
37.9167,40.1833
36.0714,-94.1661
30.4413,-87.1911
49.1925,16.6083
35.4232,136.7608
34.7833,135.4667
48.5678,39.3031
34.8167,135.65
5.843,118.108
61.25,73.4333
32.6998,-97.125
39.7083,-104.7237
14.6031,121.0022
44.4939,11.3428
50.2836,57.2297
-6.0027,106.0112
38.6744,39.2228
14.5692,121.1325
38.7974,-9.3904
38.6144,27.4292
15.4869,120.59
34.9543,137.1744
27.4861,-99.5069
23.5777,58.3998
-43.5311,172.6361
-35.2931,149.1269
34.7594,135.5169
14.66,120.96
20.5222,-100.8122
35.3039,136.8031
14.57,121.12
41.4044,-75.6649
